X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
,,"784786169",way,12.5,doctors,doctor,Dr Try Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,82664400,1,2020/03/26 13:13:32+00,a7d34388da3a428a80528161324fc00d
144.741999974623,-37.7112950328746,"10566955109",node,15.625,,physiotherapist,Primal Physiothrapy,,,,,,"Mo-Tu, Th-Fr 09:00-20:00; We 12:00-20:00; Sa 09:00-13:00",,,,,,,,,,,,,,,,"3037",,143758659,4,2023/11/08 00:20:26+00,a1b1c7dad4ba4fcf872497e80fa52933
151.14677102657,-33.936382143801,"8946444414",node,9.375,pharmacy,,Arncliffe Station Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,131959204,2,2023/02/01 11:25:32+00,f6e78eb9a61b41709de195ddfa2c1f3f
144.323998989588,-38.1724955086761,"638198230",node,28.125,pharmacy,pharmacy,Amcal,,,,,,,,,,,yes,,,,,,,,,"10",Bellevue Avenue,"3216",Highton,71008330,2,2019/06/07 03:06:16+00,209fe46f23e94e0990191ebcbf694912
,,"1052279202",way,25,clinic,clinic,Capital Radiology,,,radiology,,,,,,,,,,,,,,,,,399-401,Burwood Highway,"3133",,119791446,1,2022/04/16 16:57:40+00,0f382a80ff9e4e1082f80c6ee1535f01
,,"1047520814",way,15.625,pharmacy,pharmacy,Chemist Warehouse,,,,,,,,,,,yes,,,,,,,,,,,,,119250161,2,2022/04/02 23:34:46+00,a4cdb87ae19342158c6907749653983b
,,"-2170880",way,9.375,hospital,hospital,La Trobe University Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,ccae2b11296e4864be227aad259296bf
151.242389179584,-33.9196027471141,"6076113834",node,12.5,doctors,doctor,Eastbrooke Family Practice Randwick,,,,,,,,,,,,,,,,,,,,,,,,143816983,2,2023/11/09 10:57:27+00,febe483b2eab464c930127b400e26e89
149.14417493462,-35.3134000053576,"2395862078",node,18.75,dentist,dentist,Dr Michael Tucker,,,,,,,,,,,,,,,,,,,,"61",Giles Street,,,144278579,3,2023/11/21 09:23:18+00,2a7dc21ae6c142c0ac161773bbbee64c
151.348999863333,-33.409075944603,"6566135475",node,21.875,doctors,doctor,5 Ways Family Practice,,,,,,,,,,,,,,,,,,,,"470",Mann Street,"2250",,71534380,1,2019/06/23 15:08:47+00,4dca49e00dc04a879cfd472f7b01acfd
145.145122746249,-37.8918208592074,"2339899229",node,12.5,dentist,,Supreme Dental Care,,survey,,,,,,,,,,,,,,,,,,,,,,16503257,1,2013/06/10 22:35:07+00,9d202809a0b04d4587e44e222e48f25d
150.825198054033,-34.7461155646022,"8268739934",node,25,doctors,doctor,Gerringong Medical Practice,,,general,,,,,,,,,,,,,,,,,"16",Greta Street,"2534",,143816983,2,2023/11/09 10:57:27+00,dfd186ac4f084023a9285f7134c99e7f
150.883768027382,-33.9910827791875,"4465678610",node,6.25,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,43207145,1,2016/10/27 02:37:29+00,a1ec4496f6e84e50934e589bf4b35827
145.076767990593,-37.8480980024073,"2714896795",node,12.5,pharmacy,pharmacy,U Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,96225621,2,2020/12/22 03:31:04+00,0a4dcc39cc0247c5aa1aa8e0b84fd6d2
150.886233228924,-34.4276240311285,"10080949600",node,28.125,,alternative,Cowin Chiropractic Clinic,Cowin Chiropractic Clinic,,chiropractic,,,"Mo 15:00-20:00; Tu 7:30-13:00; We 9:00-18:00; Th 13:00-18:00; Fr 9:00-13:00",,,,,,,,,,,,,,"26",Gladstone Avenue,"2500",,143816983,3,2023/11/09 10:57:27+00,53fb13c1e04247659fdefde756573fa1
145.143213181068,-37.8918292411106,"610577026",node,9.375,,blood_donation,Australian Red Cross Blood Services,,,,,,,,,,,,,,,,,,,,,,,,139772694,4,2023/08/12 04:17:43+00,145f7851dda74e34847a2f0799937438
144.705940943352,-37.8508216180245,"4060933077",node,9.375,pharmacy,,Pharmasave,,,,,,,,,,,,,,,,,,,,,,,,37834515,1,2016/03/15 04:03:18+00,3254bae4e3e44a00b492207d1e5947ca
115.881161740849,-32.0582742454212,"2468451618",node,12.5,dentist,dentist,Southlands Dental,,,,,,,,,,,,,,,,,,,,,,,,120689111,2,2022/05/08 05:24:33+00,7d3eea1a0e654e898d655e36bb0650d2
153.44026953388,-28.0662311721228,"6302420397",node,18.75,clinic,clinic,Medical On Miami,,,general,,,"Mo-Fr 08:00-20:00; Sa 08:00-14:00; Su 08:00-12:00",,,,,,,,,,,,,,,,,,128581156,4,2022/11/07 06:05:03+00,2ea17614d9c74814aa23a55f3ddd2d14
145.114682942865,-38.0528537315199,"6052186472",node,25,dentist,dentist,Chelsea Dental Group,,,,,,,,,,,,,,,,,,,,"8",The Strand,"3196",Chelsea,118617946,2,2022/03/18 05:24:51+00,9ae805b6ed8947da8577659071761c68
115.863725119134,-31.947356353088,"4476377464",node,28.125,clinic,clinic,Northbridge Medical Centre,,,,,,"Mo-Fr 07:3-19:00; Sa 09:00-13:00; Su off",,,,,,,,,,,,,,"154",Newcastle Street,"6003",Northbridge,88566988,4,2020/07/27 13:00:24+00,43e249027fae4ece88e1d70465dc3952
152.96434842445,-26.8084875412682,"5319369469",node,12.5,pharmacy,pharmacy,Landsborough Chemist,,,,,,,,,,,,,,,,,,,,,,,,70533463,2,2019/05/23 00:03:15+00,ac01638192794cc788f8a2bfe952ba38
,,"245023786",way,9.375,hospital,,Skipton Hospital,,,,,,,,,,,,,,,,,,,,,,,,25540999,2,2014/09/19 12:40:02+00,22c15c6b956f4d268ff51bfeac2dca4b
138.614467830033,-33.8359990464714,"6089093787",node,9.375,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,125203721,2,2022/08/22 00:54:53+00,c4e0a0875c1f497390af2d21cace2b6d
131.013991049199,-12.7027198184969,"7903667414",node,9.375,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,90835119,1,2020/09/14 01:36:46+00,11b64dfb18f54c27922fd50b38deed7d
145.058046758398,-37.8601695355388,"5502554929",node,9.375,,physiotherapist,Sports Fit Physio & Health,,,,,,,,,,,,,,,,,,,,,,,,67277642,2,2019/02/17 12:05:19+00,89ea9888d69b4c87b1fc42031b3377b6
144.752605848166,-37.8969754782021,"7455544463",node,31.25,,physiotherapist,PhysioChoice Point Cook,PhysioChoice,,physiotherapy,,,"Mo-Th 08:00-19:00; Fr 08:00-18:30",,,,,,yes,,,,,,,,"13",Jamieson Way,"3030",,131035974,5,2023/01/09 02:12:46+00,1147ce4bcad141bab934d6a8892e94e8
153.114168154335,-30.2981170752323,"4396939589",node,21.875,pharmacy,,Park Avenue Chemist,,,,,,,,,,,,yes,,,,,,,,,Park Avenue,"2450",Coffs Harbour,88545572,3,2020/07/27 06:52:54+00,be80fc45e41e4c26bde0ea9f8119b9be
,,"547836427",way,12.5,clinic,doctor,,,,pathology,,,,,,,,,,,,,,,,,,,,,130807901,2,2023/01/03 00:47:58+00,8144a1a310b74d04bdbf38a659f819d7
151.082395495627,-33.9711676287043,"2320134775",node,9.375,doctors,,Family Medical Practice,,,,,,,,,,,,,,,,,,,,,,,,131901502,2,2023/01/31 01:06:29+00,5098e5a049434cd390730be4630f351e
145.089420976348,-38.1846602485708,"7834170383",node,18.75,,physiotherapist,Physios of Mt Eliza,,,"physiotherapy;massage;pilates",,,,,,,,,,,,,,,,,"87",Mount Eliza Way,,,142732039,4,2023/10/17 22:10:31+00,f1c97ba052094474b6c48a1bc1dd50af
145.238663025466,-38.4548083173009,"7455641962",node,31.25,,physiotherapist,Gippsland Physiotherapy Group Cowes,PhysioChoice,,physiotherapy,,,"Mo-We 08:00-19:00; Th 08:30-17:30; Fr 08:00-18:30",,,,,,yes,,,,,,,,"146",Thompson Avenue,"3922",,99815647,6,2021/02/23 10:22:47+00,665b9f478ac3496db16096f2db82f549
151.101504558482,-33.7034497251613,"9374684641",node,15.625,pharmacy,pharmacy,TerryWhite Chemmart,,,,,,,,,,,yes,,,,,,,,,,,,,116891975,2,2022/02/02 01:45:52+00,7b226853c57e4529ae3acd503bc36525
,,"953688350",way,12.5,clinic,clinic,Ashgrove Specialist Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,141677987,2,2023/09/24 11:23:02+00,4f864453ea3546ffb4d91edd04af8748
151.248952880321,-23.8549265642607,"5703492727",node,15.625,pharmacy,pharmacy,Goodprice Pharmacy Warehouse,,,,,,,,,,,yes,,,,,,,,,,,,,59993893,1,2018/06/20 00:20:42+00,126535aae3094da19c70a5121f83be79
,,"996926019",way,12.5,clinic,clinic,Primary Medical & Dental Centre Highett,,,,,,,,,,,,,,,,,,,,,,,,113044079,1,2021/10/27 15:49:55+00,97efabda1e3b4cdd827e9cd6e01f0527
,,"24595717",way,25,hospital,hospital,Austin Hospital,,,,,,,,,,,,,yes,,,,,,,"145",Studley Road,"3084",,146318057,19,2024/01/16 10:47:15+00,04dd63d9176546a79f42005632178c30
115.9166754455,-32.086011639403,"2150352905",node,15.625,pharmacy,pharmacy,Soul Pattinson Chemist,,,,,,,,,,,yes,,,,,,,,,,,,,113172129,3,2021/10/30 19:26:25+00,19bcdc09f98141e69831ce8308f97485
117.877167142334,-34.9907077134705,"1687117155",node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,108953685,3,2021/07/31 18:37:00+00,2c714b047a8f4affacc3ff62caf8049a
152.948669152554,-27.5065516321167,"858012251",node,9.375,pharmacy,,Berkeley Medical Center,,,,,,,,,,,,,,,,,,,,,,,,53628146,5,2017/11/09 03:48:51+00,d084c8c704c8429d9bafb0e138e68ad6
153.179866433418,-27.4628169568331,"6250868865",node,21.875,dentist,,,,Brisbane City Council,,,,,,,,,,,,,,,,,,"99",Whites Road,"4179",Brisbane,67704604,2,2019/03/02 01:42:06+00,d7264d1a5e3c4893a35e0e866b3cc368
115.871525988779,-31.8960520648674,"5653429923",node,9.375,pharmacy,,TerryWhite Chemmart Dianella,,,,,,,,,,,,,,,,,,,,,,,,59423832,1,2018/05/31 09:37:20+00,0eadc6edc2134367b53797bc62d43442
151.46960421825,-33.2417041741965,"8356867540",node,9.375,pharmacy,,ChemistCare Warnervale,,,,,,,,,,,,,,,,,,,,,,,,143816983,2,2023/11/09 10:57:27+00,e5d78685c4424e21bcab883ba9d02650
144.958890017322,-37.845466503906,"7811082196",node,9.375,,alternative,Albert Park Sports & Spinal,,,,,,,,,,,,,,,,,,,,,,,,91254641,2,2020/09/22 01:46:45+00,80f55efab6a74f239f089f1097a9feb5
,,"374041094",way,9.375,clinic,,Broadmeadow Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,34460427,1,2015/10/06 03:28:01+00,1ad98e9f6acc47a284a0f58974e9cc55
,,"197277666",way,9.375,hospital,,East Wimmera Health Service - Donald Campus,,,,,,,,,,,,,,,,,,,,,,,,14337946,1,2012/12/19 23:27:11+00,05946415302f4077bed15520feeb795d
138.522509467403,-35.1165416215961,"5341853955",node,12.5,doctors,doctor,Southern Specialist Centre,,,,,,,,,,,,,,,,,,,,,,,,55479616,1,2018/01/16 01:56:40+00,7bbc227bc27c4ad090f5a689c05ddae4
150.988520443197,-33.8065989343571,"1616126944",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,10572117,1,2012/02/02 22:33:59+00,9cc0a0c6f49a4a7f824f095b8c3392dc
,,"149637257",way,21.875,dentist,,Dr Jeremy Schocroft,,,,,,,,,,,,,,,,,,,,"1023",Howitt Street,"3350",Ballarat,143964249,7,2023/11/13 10:33:21+00,74e76729691d4d1dab914568942862af
,,"550109203",way,21.875,,physiotherapist,Christies Beach Manipulative Physiotherapy,,,,,,,,,,,,,,,,,,,,"19",Perry Street,"5165",Christies Beach,67252893,3,2019/02/16 12:26:08+00,561980bb9cb248a19bb67b70412021cf
151.098402499936,-33.6764602483996,"60788134",node,9.375,pharmacy,,,,,,,,,,,,,yes,,,,,,,,,,,,,77293,2,2007/12/04 22:19:42+00,d5e4ad9f221f48aba6e36e0ef5ab2b2d
151.178543552559,-33.8760921201023,"7727981492",node,9.375,doctors,,Harold Park Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,138129541,3,2023/07/05 04:30:47+00,9ed118eb12b04687aeb99c49a38f4068
145.166776638727,-37.8767079525095,"3656183055",node,15.625,clinic,clinic,Waverley Eye Clinic,,survey,,,,,,,,,,,,,,,,,,,,,,117225280,2,2022/02/10 02:49:51+00,b9298644949345a6a58baf2addaf5613
144.94968216141,-37.7936604749614,"7834086121",node,28.125,clinic,clinic,Victorian Clinical Genetics Services,Murdoch Children's Research Institute,,"genetics;clinical_laboratory",private_non_profit,,,,,,,,,,,,,,,,,Flemington Road,"3052",,89769918,1,2020/08/22 04:37:19+00,c6566a9fd80740c39e36f9b1400080e7
,,"135642318",way,12.5,hospital,,Peninsula Private Hospital,,,,,,,,,,,,,yes,,,,,,,,,,,83615924,8,2020/04/15 23:04:30+00,28c3f4792c1f4d79ab80b1d0725d37e9
144.932548294038,-37.6699487809003,"5508067769",node,18.75,doctors,,Wells Medical Clinic,,,,,,Mo-Su 08:00-23:00,,,,,,,,,,,,,,"176",Blair Street,,,57563571,1,2018/03/27 11:05:56+00,20fabf7ac0594f43a6adb613ba226f93
,,"790941203",way,18.75,dentist,dentist,Gentle Dental,,,,,,,,,,,,,,,,,,,,,Mill Lane,"4560",,83416846,1,2020/04/12 05:49:22+00,e0ab70860d774dc9a1075ce881c93c8f
153.27894044511,-27.585498179718,"2609018154",node,12.5,doctors,doctor,Sunstate Family Practice,,,,,,,,,,,,,,,,,,,,,,,,122981839,3,2022/06/29 04:50:36+00,65b03839a4b9473bb994d49cdd3ac82c
153.273586755915,-28.8115405307611,"8534304424",node,21.875,doctors,doctor,The Lismore Clinic,,,,,,,,,,,,,,,,,,,,"185",Molesworth Street,"2480",,101288612,1,2021/03/18 22:49:15+00,daa7e2478dff4e53819b9a94017e964c
145.017374998172,-37.7795350402763,"5610482982",node,28.125,,alternative,Classic Chiropractic,,,chiropractic,,,"Mo 13:30-18:30; Tu-We 06:40-18:00; Th 06:40-12:30; Fr 06:40-16:00",,,,,,,,,,,,,,"27",Railway Place,"3078",Fairfield,58864621,1,2018/05/11 00:34:27+00,c16b542612894866b77cb5cca917726e
,,"822786508",way,21.875,,physiotherapist,Inform Physio Care,,,,,,,,,,,,,,,,,,,,"84",Mollison Street,"3550",Bendigo,89329819,2,2020/08/13 04:00:31+00,4e16053a30cb4f8ca9b818d3e194b1ea
151.227670892887,-33.9240587344792,"6698566373",node,12.5,dentist,dentist,Kingsford Family Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,143816983,2,2023/11/09 10:57:27+00,f4451491d3bd40dc96c132939208f18b
,,"1093294705",way,21.875,doctors,doctor,Alsalam Medical Centre,,,,,,,,,,,,,,,,,,,,"1106",Stud Road,"3178",,126004700,1,2022/09/10 07:30:43+00,4f001beb1bb54f22a460bb3778c22896
,,"529194765",way,15.625,,physiotherapist,Holistic Physiotherapy,,,,,,,,,,,,,,,,,,,,"35",Nash Street,,,53826688,3,2017/11/16 02:20:26+00,f8459c1d4e154618903c5686fa822e45
144.963839531146,-37.7561002448316,"6948042561",node,15.625,doctors,,Summit Medical Group,,,,,,,,,,,,,,,,,,,,"853",Sydney Road,,,76640261,1,2019/11/05 10:59:31+00,c21c841eb6ca49fb8ea5b0d6f5556258
149.236388190926,-35.422004827691,"7462892405",node,12.5,doctors,doctor,Googong Family Practice,,,,,,,,,,,,,,,,,,,,,,,,84333583,1,2020/04/29 11:12:41+00,460f91166c184fc9953e78bb67c8ea84
150.739682441277,-34.0423054276711,"8711175617",node,9.375,clinic,,I-Med Radiology,,,,,,,,,,,,,,,,,,,,,,,,104347132,1,2021/05/08 02:37:43+00,88d282630111448fa1d8304638c80ea2
151.944223785756,-27.555982648797,"6832066485",node,9.375,,physiotherapist,Up & Active Physiotherapy,,,,,,,,,,,,,,,,,,,,,,,,75032379,1,2019/09/28 06:13:25+00,1b51d856533a442ea3672382574b634d
,,"190582877",way,12.5,hospital,,Kerang District Health,,,,,,,,,,,,,no,,,,,,,,,,,107438797,2,2021/07/05 12:05:52+00,f6ba2295152f4621acf7eecf12d8dd3d
145.048118645546,-37.8779294472589,"5694193278",node,12.5,,doctor,Me Clinic Plastic Surgery,,,general,,,,,,,,,,,,,,,,,,,,,80499415,2,2020/02/03 21:34:45+00,e685bd120f634e4fb59da3c865907794
145.932056216952,-38.1637235117288,"9506718811",node,12.5,,physiotherapist,Gippsland Physiotherapy,,,physiotherapy,,,,,,,,,,,,,,,,,,,,,143849771,2,2023/11/10 07:02:51+00,93dbf27275154f57adc936904534444b
151.59007496563,-32.7515911615884,"1037989871",node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,98736972,2,2021/02/05 04:11:24+00,ebba3b71700e427e99beed4d27d46047
144.960651138998,-37.8325571157333,"8531325518",node,12.5,clinic,clinic,Citymed,,,,,,,,,,,,,,,,,,,,,,,,115528805,2,2021/12/29 16:45:51+00,4b499e01d79044b29d65bbd5f6e74a54
147.093272677394,-41.4040465792038,"1940665160",node,15.625,doctors,centre,West Tamar Health Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,59612482,7,2018/06/06 19:07:14+00,a12f0a33aad046f9a858755a5ecd1def
145.173604369414,-38.1117374395041,"2929136094",node,21.875,clinic,,Botany Park Medical Centre,,,,,,,,,,,,,,,,,,,,"28",Lyrebird Drive,"3201",Carrum Downs,23099590,1,2014/06/23 12:03:07+00,022a09aeda3e446fbcfe12d8c21f25fb
152.993620041988,-27.2413903766797,"2713515147",node,15.625,pharmacy,pharmacy,United Discount Chemists,,,,,,,,,,,no,,,,,,,,,,,,,103440228,3,2021/04/22 22:33:25+00,ab43995364de4123bb48866f43322fb5
151.034038955114,-33.9539254671432,"2141119840",node,37.5,pharmacy,pharmacy,PharmaSave,Faraday Road Pharmacy,survey,,,,"Mo-Fr 08:30-19:30; Sa 08:30-16:00; Su 09:00-13:00",,,,,yes,,,,,,,,,"11",Faraday Road,"2211",Padstow,115864580,2,2022/01/07 06:57:53+00,bf936010794e4a6192f61198c64bc85d
144.984019382131,-37.801102347694,"8929853249",node,21.875,clinic,clinic,Smith Street Medical Centre,,,,,,,,,,,,,,,,,,,,272a,Smith Street,"3066",,143964249,2,2023/11/13 10:33:21+00,58e860a88e7c42c4a4cdce9d882e0f44
144.888175588284,-37.8162854109216,"4905647511",node,18.75,dentist,,,,,,,,,,,,,,,,,,,,,,"64",Anderson Street,"3013",Yarraville,49393517,1,2017/06/09 10:35:54+00,a99aaec970b2454aaee888d37841b30c
,,"965598423",way,12.5,doctors,doctor,Capital Neurosurgery,,,,,,,,,,,,,,,,,,,,,,,,108245620,1,2021/07/19 11:01:15+00,cefdea62bd234142a1a48f346634ae4a
,,"439643798",way,12.5,hospital,hospital,Corowa Hospital,,,,,,,,,,,,,,,,,,,,,,,,116169132,4,2022/01/15 01:12:03+00,d1992da45da347df8a29eaa4f8c5562b
,,"998580714",way,15.625,hospital,hospital,Eidsvold Multipurpose Health Service,,,,,,,,,,,,,yes,,,,,,,,,,,113304639,1,2021/11/02 22:08:59+00,15ba0997b3c74763b97354dbb5d190b5
151.226867990382,-33.9206514070201,"6698615110",node,6.25,,optometrist,,,,,,,,,,,,,,,,,,,,,,,,,143816983,2,2023/11/09 10:57:27+00,b69816016cbd4edf992e9e06e19896e7
